i,x,y,r,c
EcalLeftMidRegion,30.475,1615.18,58,48
EcalLeftMidRegion,91.425,1615.18,58,49
EcalLeftMidRegion,152.375,1615.18,58,50
EcalLeftMidRegion,213.325,1615.18,58,51
EcalLeftMidRegion,274.275,1615.18,58,52
EcalLeftMidRegion,335.225,1615.18,58,53
EcalLeftMidRegion,396.175,1615.18,58,54
EcalLeftMidRegion,457.125,1615.18,58,55
EcalLeftMidRegion,518.075,1615.18,58,56
EcalLeftMidRegion,579.025,1615.18,58,57
EcalLeftMidRegion,639.975,1615.18,58,58
EcalLeftMidRegion,700.925,1615.18,58,59
EcalLeftMidRegion,761.875,1615.18,58,60
EcalLeftMidRegion,822.825,1615.18,58,61
EcalLeftMidRegion,883.775,1615.18,58,62
EcalLeftMidRegion,944.725,1615.18,58,63
EcalLeftMidRegion,-2895.12,1676.12,59,0
EcalLeftMidRegion,-2834.18,1676.12,59,1
EcalLeftMidRegion,-2773.23,1676.12,59,2
EcalLeftMidRegion,-2712.28,1676.12,59,3
EcalLeftMidRegion,-2651.32,1676.12,59,4
EcalLeftMidRegion,-2590.38,1676.12,59,5
EcalLeftMidRegion,-2529.43,1676.12,59,6
EcalLeftMidRegion,-2468.48,1676.12,59,7
EcalLeftMidRegion,-2407.53,1676.12,59,8
EcalLeftMidRegion,-2346.57,1676.12,59,9
EcalLeftMidRegion,-2285.62,1676.12,59,10
EcalLeftMidRegion,-2224.68,1676.12,59,11
EcalLeftMidRegion,-2163.73,1676.12,59,12
EcalLeftMidRegion,-2102.78,1676.12,59,13
EcalLeftMidRegion,-2041.83,1676.12,59,14
EcalLeftMidRegion,-1980.88,1676.12,59,15
EcalLeftMidRegion,-1919.93,1676.12,59,16
EcalLeftMidRegion,-1858.98,1676.12,59,17
EcalLeftMidRegion,-1798.03,1676.12,59,18
EcalLeftMidRegion,-1737.08,1676.12,59,19
EcalLeftMidRegion,-1676.12,1676.12,59,20
EcalLeftMidRegion,-1615.18,1676.12,59,21
EcalLeftMidRegion,-1554.22,1676.12,59,22
EcalLeftMidRegion,-1493.28,1676.12,59,23
EcalLeftMidRegion,-1432.33,1676.12,59,24
EcalLeftMidRegion,-1371.38,1676.12,59,25
EcalLeftMidRegion,-1310.43,1676.12,59,26
EcalLeftMidRegion,-1249.48,1676.12,59,27
EcalLeftMidRegion,-1188.53,1676.12,59,28
EcalLeftMidRegion,-1127.58,1676.12,59,29
EcalLeftMidRegion,-1066.62,1676.12,59,30
EcalLeftMidRegion,-1005.68,1676.12,59,31
EcalLeftMidRegion,-944.725,1676.12,59,32
EcalLeftMidRegion,-883.775,1676.12,59,33
EcalLeftMidRegion,-822.825,1676.12,59,34
EcalLeftMidRegion,-761.875,1676.12,59,35
EcalLeftMidRegion,-700.925,1676.12,59,36
EcalLeftMidRegion,-639.975,1676.12,59,37
EcalLeftMidRegion,-579.025,1676.12,59,38
EcalLeftMidRegion,-518.075,1676.12,59,39
EcalLeftMidRegion,-457.125,1676.12,59,40
EcalLeftMidRegion,-396.175,1676.12,59,41
EcalLeftMidRegion,-335.225,1676.12,59,42
EcalLeftMidRegion,-274.275,1676.12,59,43
EcalLeftMidRegion,-213.325,1676.12,59,44
EcalLeftMidRegion,-152.375,1676.12,59,45
EcalLeftMidRegion,-91.425,1676.12,59,46
EcalLeftMidRegion,-30.475,1676.12,59,47
EcalLeftMidRegion,30.475,1676.12,59,48
EcalLeftMidRegion,91.425,1676.12,59,49
EcalLeftMidRegion,152.375,1676.12,59,50
EcalLeftMidRegion,213.325,1676.12,59,51
EcalLeftMidRegion,274.275,1676.12,59,52
EcalLeftMidRegion,335.225,1676.12,59,53
EcalLeftMidRegion,396.175,1676.12,59,54
EcalLeftMidRegion,457.125,1676.12,59,55
EcalLeftMidRegion,518.075,1676.12,59,56
EcalLeftMidRegion,579.025,1676.12,59,57
EcalLeftMidRegion,639.975,1676.12,59,58
EcalLeftMidRegion,700.925,1676.12,59,59
EcalLeftMidRegion,761.875,1676.12,59,60
EcalLeftMidRegion,822.825,1676.12,59,61
EcalLeftMidRegion,883.775,1676.12,59,62
EcalLeftMidRegion,944.725,1676.12,59,63
EcalLeftMidRegion,-2895.12,1737.08,60,0
EcalLeftMidRegion,-2834.18,1737.08,60,1
EcalLeftMidRegion,-2773.23,1737.08,60,2
EcalLeftMidRegion,-2712.28,1737.08,60,3
EcalLeftMidRegion,-2651.32,1737.08,60,4
EcalLeftMidRegion,-2590.38,1737.08,60,5
EcalLeftMidRegion,-2529.43,1737.08,60,6
EcalLeftMidRegion,-2468.48,1737.08,60,7
EcalLeftMidRegion,-2407.53,1737.08,60,8
EcalLeftMidRegion,-2346.57,1737.08,60,9
EcalLeftMidRegion,-2285.62,1737.08,60,10
EcalLeftMidRegion,-2224.68,1737.08,60,11
EcalLeftMidRegion,-2163.73,1737.08,60,12
EcalLeftMidRegion,-2102.78,1737.08,60,13
EcalLeftMidRegion,-2041.83,1737.08,60,14
EcalLeftMidRegion,-1980.88,1737.08,60,15
EcalLeftMidRegion,-1919.93,1737.08,60,16
EcalLeftMidRegion,-1858.98,1737.08,60,17
EcalLeftMidRegion,-1798.03,1737.08,60,18
EcalLeftMidRegion,-1737.08,1737.08,60,19
EcalLeftMidRegion,-1676.12,1737.08,60,20
EcalLeftMidRegion,-1615.18,1737.08,60,21
EcalLeftMidRegion,-1554.22,1737.08,60,22
EcalLeftMidRegion,-1493.28,1737.08,60,23
EcalLeftMidRegion,-1432.33,1737.08,60,24
EcalLeftMidRegion,-1371.38,1737.08,60,25
EcalLeftMidRegion,-1310.43,1737.08,60,26
EcalLeftMidRegion,-1249.48,1737.08,60,27
EcalLeftMidRegion,-1188.53,1737.08,60,28
EcalLeftMidRegion,-1127.58,1737.08,60,29
EcalLeftMidRegion,-1066.62,1737.08,60,30
EcalLeftMidRegion,-1005.68,1737.08,60,31
EcalLeftMidRegion,-944.725,1737.08,60,32
EcalLeftMidRegion,-883.775,1737.08,60,33
EcalLeftMidRegion,-822.825,1737.08,60,34
EcalLeftMidRegion,-761.875,1737.08,60,35
EcalLeftMidRegion,-700.925,1737.08,60,36
EcalLeftMidRegion,-639.975,1737.08,60,37
EcalLeftMidRegion,-579.025,1737.08,60,38
EcalLeftMidRegion,-518.075,1737.08,60,39
EcalLeftMidRegion,-457.125,1737.08,60,40
EcalLeftMidRegion,-396.175,1737.08,60,41
EcalLeftMidRegion,-335.225,1737.08,60,42
EcalLeftMidRegion,-274.275,1737.08,60,43
EcalLeftMidRegion,-213.325,1737.08,60,44
EcalLeftMidRegion,-152.375,1737.08,60,45
EcalLeftMidRegion,-91.425,1737.08,60,46
EcalLeftMidRegion,-30.475,1737.08,60,47
EcalLeftMidRegion,30.475,1737.08,60,48
EcalLeftMidRegion,91.425,1737.08,60,49
EcalLeftMidRegion,152.375,1737.08,60,50
EcalLeftMidRegion,213.325,1737.08,60,51
EcalLeftMidRegion,274.275,1737.08,60,52
EcalLeftMidRegion,335.225,1737.08,60,53
EcalLeftMidRegion,396.175,1737.08,60,54
EcalLeftMidRegion,457.125,1737.08,60,55
EcalLeftMidRegion,518.075,1737.08,60,56
EcalLeftMidRegion,579.025,1737.08,60,57
EcalLeftMidRegion,639.975,1737.08,60,58
EcalLeftMidRegion,700.925,1737.08,60,59
EcalLeftMidRegion,761.875,1737.08,60,60
EcalLeftMidRegion,822.825,1737.08,60,61
EcalLeftMidRegion,883.775,1737.08,60,62
EcalLeftMidRegion,944.725,1737.08,60,63
EcalLeftMidRegion,-2895.12,1798.03,61,0
EcalLeftMidRegion,-2834.18,1798.03,61,1
EcalLeftMidRegion,-2773.23,1798.03,61,2
EcalLeftMidRegion,-2712.28,1798.03,61,3
EcalLeftMidRegion,-2651.32,1798.03,61,4
EcalLeftMidRegion,-2590.38,1798.03,61,5
EcalLeftMidRegion,-2529.43,1798.03,61,6
EcalLeftMidRegion,-2468.48,1798.03,61,7
EcalLeftMidRegion,-2407.53,1798.03,61,8
EcalLeftMidRegion,-2346.57,1798.03,61,9
EcalLeftMidRegion,-2285.62,1798.03,61,10
EcalLeftMidRegion,-2224.68,1798.03,61,11
EcalLeftMidRegion,-2163.73,1798.03,61,12
EcalLeftMidRegion,-2102.78,1798.03,61,13
EcalLeftMidRegion,-2041.83,1798.03,61,14
EcalLeftMidRegion,-1980.88,1798.03,61,15
EcalLeftMidRegion,-1919.93,1798.03,61,16
EcalLeftMidRegion,-1858.98,1798.03,61,17
EcalLeftMidRegion,-1798.03,1798.03,61,18
EcalLeftMidRegion,-1737.08,1798.03,61,19
EcalLeftMidRegion,-1676.12,1798.03,61,20
EcalLeftMidRegion,-1615.18,1798.03,61,21
EcalLeftMidRegion,-1554.22,1798.03,61,22
EcalLeftMidRegion,-1493.28,1798.03,61,23
EcalLeftMidRegion,-1432.33,1798.03,61,24
EcalLeftMidRegion,-1371.38,1798.03,61,25
EcalLeftMidRegion,-1310.43,1798.03,61,26
EcalLeftMidRegion,-1249.48,1798.03,61,27
EcalLeftMidRegion,-1188.53,1798.03,61,28
EcalLeftMidRegion,-1127.58,1798.03,61,29
EcalLeftMidRegion,-1066.62,1798.03,61,30
EcalLeftMidRegion,-1005.68,1798.03,61,31
EcalLeftMidRegion,-944.725,1798.03,61,32
EcalLeftMidRegion,-883.775,1798.03,61,33
EcalLeftMidRegion,-822.825,1798.03,61,34
EcalLeftMidRegion,-761.875,1798.03,61,35
EcalLeftMidRegion,-700.925,1798.03,61,36
EcalLeftMidRegion,-639.975,1798.03,61,37
EcalLeftMidRegion,-579.025,1798.03,61,38
EcalLeftMidRegion,-518.075,1798.03,61,39
EcalLeftMidRegion,-457.125,1798.03,61,40
EcalLeftMidRegion,-396.175,1798.03,61,41
EcalLeftMidRegion,-335.225,1798.03,61,42
EcalLeftMidRegion,-274.275,1798.03,61,43
EcalLeftMidRegion,-213.325,1798.03,61,44
EcalLeftMidRegion,-152.375,1798.03,61,45
EcalLeftMidRegion,-91.425,1798.03,61,46
EcalLeftMidRegion,-30.475,1798.03,61,47
EcalLeftMidRegion,30.475,1798.03,61,48
EcalLeftMidRegion,91.425,1798.03,61,49
EcalLeftMidRegion,152.375,1798.03,61,50
EcalLeftMidRegion,213.325,1798.03,61,51
EcalLeftMidRegion,274.275,1798.03,61,52
EcalLeftMidRegion,335.225,1798.03,61,53
EcalLeftMidRegion,396.175,1798.03,61,54
EcalLeftMidRegion,457.125,1798.03,61,55
EcalLeftMidRegion,518.075,1798.03,61,56
EcalLeftMidRegion,579.025,1798.03,61,57
EcalLeftMidRegion,639.975,1798.03,61,58
EcalLeftMidRegion,700.925,1798.03,61,59
EcalLeftMidRegion,761.875,1798.03,61,60
EcalLeftMidRegion,822.825,1798.03,61,61
EcalLeftMidRegion,883.775,1798.03,61,62
EcalLeftMidRegion,944.725,1798.03,61,63
EcalLeftMidRegion,-2895.12,1858.98,62,0
EcalLeftMidRegion,-2834.18,1858.98,62,1
EcalLeftMidRegion,-2773.23,1858.98,62,2
EcalLeftMidRegion,-2712.28,1858.98,62,3
EcalLeftMidRegion,-2651.32,1858.98,62,4
EcalLeftMidRegion,-2590.38,1858.98,62,5
EcalLeftMidRegion,-2529.43,1858.98,62,6
EcalLeftMidRegion,-2468.48,1858.98,62,7
EcalLeftMidRegion,-2407.53,1858.98,62,8
EcalLeftMidRegion,-2346.57,1858.98,62,9
EcalLeftMidRegion,-2285.62,1858.98,62,10
EcalLeftMidRegion,-2224.68,1858.98,62,11
EcalLeftMidRegion,-2163.73,1858.98,62,12
EcalLeftMidRegion,-2102.78,1858.98,62,13
EcalLeftMidRegion,-2041.83,1858.98,62,14
EcalLeftMidRegion,-1980.88,1858.98,62,15
EcalLeftMidRegion,-1919.93,1858.98,62,16
EcalLeftMidRegion,-1858.98,1858.98,62,17
EcalLeftMidRegion,-1798.03,1858.98,62,18
EcalLeftMidRegion,-1737.08,1858.98,62,19
EcalLeftMidRegion,-1676.12,1858.98,62,20
EcalLeftMidRegion,-1615.18,1858.98,62,21
EcalLeftMidRegion,-1554.22,1858.98,62,22
EcalLeftMidRegion,-1493.28,1858.98,62,23
EcalLeftMidRegion,-1432.33,1858.98,62,24
EcalLeftMidRegion,-1371.38,1858.98,62,25
EcalLeftMidRegion,-1310.43,1858.98,62,26
EcalLeftMidRegion,-1249.48,1858.98,62,27
EcalLeftMidRegion,-1188.53,1858.98,62,28
EcalLeftMidRegion,-1127.58,1858.98,62,29
EcalLeftMidRegion,-1066.62,1858.98,62,30
EcalLeftMidRegion,-1005.68,1858.98,62,31
EcalLeftMidRegion,-944.725,1858.98,62,32
EcalLeftMidRegion,-883.775,1858.98,62,33
EcalLeftMidRegion,-822.825,1858.98,62,34
EcalLeftMidRegion,-761.875,1858.98,62,35
EcalLeftMidRegion,-700.925,1858.98,62,36
EcalLeftMidRegion,-639.975,1858.98,62,37
EcalLeftMidRegion,-579.025,1858.98,62,38
EcalLeftMidRegion,-518.075,1858.98,62,39
EcalLeftMidRegion,-457.125,1858.98,62,40
EcalLeftMidRegion,-396.175,1858.98,62,41
EcalLeftMidRegion,-335.225,1858.98,62,42
EcalLeftMidRegion,-274.275,1858.98,62,43
EcalLeftMidRegion,-213.325,1858.98,62,44
EcalLeftMidRegion,-152.375,1858.98,62,45
EcalLeftMidRegion,-91.425,1858.98,62,46
EcalLeftMidRegion,-30.475,1858.98,62,47
EcalLeftMidRegion,30.475,1858.98,62,48
EcalLeftMidRegion,91.425,1858.98,62,49
EcalLeftMidRegion,152.375,1858.98,62,50
EcalLeftMidRegion,213.325,1858.98,62,51
EcalLeftMidRegion,274.275,1858.98,62,52
EcalLeftMidRegion,335.225,1858.98,62,53
EcalLeftMidRegion,396.175,1858.98,62,54
EcalLeftMidRegion,457.125,1858.98,62,55
EcalLeftMidRegion,518.075,1858.98,62,56
EcalLeftMidRegion,579.025,1858.98,62,57
EcalLeftMidRegion,639.975,1858.98,62,58
EcalLeftMidRegion,700.925,1858.98,62,59
EcalLeftMidRegion,761.875,1858.98,62,60
EcalLeftMidRegion,822.825,1858.98,62,61
EcalLeftMidRegion,883.775,1858.98,62,62
EcalLeftMidRegion,944.725,1858.98,62,63
EcalLeftMidRegion,-2895.12,1919.93,63,0
EcalLeftMidRegion,-2834.18,1919.93,63,1
EcalLeftMidRegion,-2773.23,1919.93,63,2
EcalLeftMidRegion,-2712.28,1919.93,63,3
EcalLeftMidRegion,-2651.32,1919.93,63,4
EcalLeftMidRegion,-2590.38,1919.93,63,5
EcalLeftMidRegion,-2529.43,1919.93,63,6
EcalLeftMidRegion,-2468.48,1919.93,63,7
EcalLeftMidRegion,-2407.53,1919.93,63,8
EcalLeftMidRegion,-2346.57,1919.93,63,9
EcalLeftMidRegion,-2285.62,1919.93,63,10
EcalLeftMidRegion,-2224.68,1919.93,63,11
EcalLeftMidRegion,-2163.73,1919.93,63,12
EcalLeftMidRegion,-2102.78,1919.93,63,13
EcalLeftMidRegion,-2041.83,1919.93,63,14
EcalLeftMidRegion,-1980.88,1919.93,63,15
EcalLeftMidRegion,-1919.93,1919.93,63,16
EcalLeftMidRegion,-1858.98,1919.93,63,17
EcalLeftMidRegion,-1798.03,1919.93,63,18
EcalLeftMidRegion,-1737.08,1919.93,63,19
EcalLeftMidRegion,-1676.12,1919.93,63,20
EcalLeftMidRegion,-1615.18,1919.93,63,21
EcalLeftMidRegion,-1554.22,1919.93,63,22
EcalLeftMidRegion,-1493.28,1919.93,63,23
EcalLeftMidRegion,-1432.33,1919.93,63,24
EcalLeftMidRegion,-1371.38,1919.93,63,25
EcalLeftMidRegion,-1310.43,1919.93,63,26
EcalLeftMidRegion,-1249.48,1919.93,63,27
EcalLeftMidRegion,-1188.53,1919.93,63,28
EcalLeftMidRegion,-1127.58,1919.93,63,29
EcalLeftMidRegion,-1066.62,1919.93,63,30
EcalLeftMidRegion,-1005.68,1919.93,63,31
EcalLeftMidRegion,-944.725,1919.93,63,32
EcalLeftMidRegion,-883.775,1919.93,63,33
EcalLeftMidRegion,-822.825,1919.93,63,34
EcalLeftMidRegion,-761.875,1919.93,63,35
EcalLeftMidRegion,-700.925,1919.93,63,36
EcalLeftMidRegion,-639.975,1919.93,63,37
EcalLeftMidRegion,-579.025,1919.93,63,38
EcalLeftMidRegion,-518.075,1919.93,63,39
EcalLeftMidRegion,-457.125,1919.93,63,40
EcalLeftMidRegion,-396.175,1919.93,63,41
EcalLeftMidRegion,-335.225,1919.93,63,42
EcalLeftMidRegion,-274.275,1919.93,63,43
EcalLeftMidRegion,-213.325,1919.93,63,44
EcalLeftMidRegion,-152.375,1919.93,63,45
EcalLeftMidRegion,-91.425,1919.93,63,46
EcalLeftMidRegion,-30.475,1919.93,63,47
EcalLeftMidRegion,30.475,1919.93,63,48
EcalLeftMidRegion,91.425,1919.93,63,49
EcalLeftMidRegion,152.375,1919.93,63,50
EcalLeftMidRegion,213.325,1919.93,63,51
EcalLeftMidRegion,274.275,1919.93,63,52
EcalLeftMidRegion,335.225,1919.93,63,53
EcalLeftMidRegion,396.175,1919.93,63,54
EcalLeftMidRegion,457.125,1919.93,63,55
EcalLeftMidRegion,518.075,1919.93,63,56
EcalLeftMidRegion,579.025,1919.93,63,57
EcalLeftMidRegion,639.975,1919.93,63,58
EcalLeftMidRegion,700.925,1919.93,63,59
EcalLeftMidRegion,761.875,1919.93,63,60
EcalLeftMidRegion,822.825,1919.93,63,61
EcalLeftMidRegion,883.775,1919.93,63,62
EcalLeftMidRegion,944.725,1919.93,63,63
Ec
EcalLeftOutRegion,-5790.25,-3839.85,0,0
EcalLeftOutRegion,-5668.35,-3839.85,0,1
EcalLeftOutRegion,-5546.45,-3839.85,0,2
EcalLeftOutRegion,-5424.55,-3839.85,0,3
EcalLeftOutRegion,-5302.65,-3839.85,0,4
EcalLeftOutRegion,-5180.75,-3839.85,0,5
EcalLeftOutRegion,-5058.85,-3839.85,0,6
EcalLeftOutRegion,-4936.95,-3839.85,0,7
EcalLeftOutRegion,-4815.05,-3839.85,0,8
EcalLeftOutRegion,-4693.15,-3839.85,0,9
EcalLeftOutRegion,-4571.25,-3839.85,0,10
EcalLeftOutRegion,-4449.35,-3839.85,0,11
EcalLeftOutRegion,-4327.45,-3839.85,0,12
EcalLeftOutRegion,-4205.55,-3839.85,0,13
EcalLeftOutRegion,-4083.65,-3839.85,0,14
EcalLeftOutRegion,-3961.75,-3839.85,0,15
EcalLeftOutRegion,-3839.85,-3839.85,0,16
EcalLeftOutRegion,-3717.95,-3839.85,0,17
EcalLeftOutRegion,-3596.05,-3839.85,0,18
EcalLeftOutRegion,-3474.15,-3839.85,0,19
EcalLeftOutRegion,-3352.25,-3839.85,0,20
EcalLeftOutRegion,-3230.35,-3839.85,0,21
EcalLeftOutRegion,-3108.45,-3839.85,0,22
EcalLeftOutRegion,-2986.55,-3839.85,0,23
EcalLeftOutRegion,-2864.65,-3839.85,0,24
EcalLeftOutRegion,-2742.75,-3839.85,0,25
EcalLeftOutRegion,-2620.85,-3839.85,0,26
EcalLeftOutRegion,-2498.95,-3839.85,0,27
EcalLeftOutRegion,-2377.05,-3839.85,0,28
EcalLeftOutRegion,-2255.15,-3839.85,0,29
EcalLeftOutRegion,-2133.25,-3839.85,0,30
EcalLeftOutRegion,-2011.35,-3839.85,0,31
EcalLeftOutRegion,-1889.45,-3839.85,0,32
EcalLeftOutRegion,-1767.55,-3839.85,0,33
EcalLeftOutRegion,-1645.65,-3839.85,0,34
EcalLeftOutRegion,-1523.75,-3839.85,0,35
EcalLeftOutRegion,-1401.85,-3839.85,0,36
EcalLeftOutRegion,-1279.95,-3839.85,0,37
EcalLeftOutRegion,-1158.05,-3839.85,0,38
EcalLeftOutRegion,-1036.15,-3839.85,0,39
EcalLeftOutRegion,-914.25,-3839.85,0,40
EcalLeftOutRegion,-792.35,-3839.85,0,41
EcalLeftOutRegion,-670.45,-3839.85,0,42
EcalLeftOutRegion,-548.55,-3839.85,0,43
EcalLeftOutRegion,-426.65,-3839.85,0,44
EcalLeftOutRegion,-304.75,-3839.85,0,45
EcalLeftOutRegion,-182.85,-3839.85,0,46
EcalLeftOutRegion,-60.95,-3839.85,0,47
EcalLeftOutRegion,60.95,-3839.85,0,48
EcalLeftOutRegion,182.85,-3839.85,0,49
EcalLeftOutRegion,304.75,-3839.85,0,50
EcalLeftOutRegion,426.65,-3839.85,0,51
EcalLeftOutRegion,548.55,-3839.85,0,52
EcalLeftOutRegion,670.45,-3839.85,0,53
EcalLeftOutRegion,792.35,-3839.85,0,54
EcalLeftOutRegion,914.25,-3839.85,0,55
EcalLeftOutRegion,1036.15,-3839.85,0,56
EcalLeftOutRegion,1158.05,-3839.85,0,57
EcalLeftOutRegion,1279.95,-3839.85,0,58
EcalLeftOutRegion,1401.85,-3839.85,0,59
EcalLeftOutRegion,1523.75,-3839.85,0,60
EcalLeftOutRegion,1645.65,-3839.85,0,61
EcalLeftOutRegion,1767.55,-3839.85,0,62
EcalLeftOutRegion,1889.45,-3839.85,0,63
EcalLeftOutRegion,-5790.25,-3717.95,1,0
EcalLeftOutRegion,-5668.35,-3717.95,1,1
EcalLeftOutRegion,-5546.45,-3717.95,1,2
EcalLeftOutRegion,-5424.55,-3717.95,1,3
EcalLeftOutRegion,-5302.65,-3717.95,1,4
EcalLeftOutRegion,-5180.75,-3717.95,1,5
EcalLeftOutRegion,-5058.85,-3717.95,1,6
EcalLeftOutRegion,-4936.95,-3717.95,1,7
EcalLeftOutRegion,-4815.05,-3717.95,1,8
EcalLeftOutRegion,-4693.15,-3717.95,1,9
EcalLeftOutRegion,-4571.25,-3717.95,1,10
EcalLeftOutRegion,-4449.35,-3717.95,1,11
EcalLeftOutRegion,-4327.45,-3717.95,1,12
EcalLeftOutRegion,-4205.55,-3717.95,1,13
EcalLeftOutRegion,-4083.65,-3717.95,1,14
EcalLeftOutRegion,-3961.75,-3717.95,1,15
EcalLeftOutRegion,-3839.85,-3717.95,1,16
EcalLeftOutRegion,-3717.95,-3717.95,1,17
EcalLeftOutRegion,-3596.05,-3717.95,1,18
EcalLeftOutRegion,-3474.15,-3717.95,1,19
EcalLeftOutRegion,-3352.25,-3717.95,1,20
EcalLeftOutRegion,-3230.35,-3717.95,1,21
EcalLeftOutRegion,-3108.45,-3717.95,1,22
EcalLeftOutRegion,-2986.55,-3717.95,1,23
EcalLeftOutRegion,-2864.65,-3717.95,1,24
EcalLeftOutRegion,-2742.75,-3717.95,1,25
EcalLeftOutRegion,-2620.85,-3717.95,1,26
EcalLeftOutRegion,-2498.95,-3717.95,1,27
EcalLeftOutRegion,-2377.05,-3717.95,1,28
EcalLeftOutRegion,-2255.15,-3717.95,1,29
EcalLeftOutRegion,-2133.25,-3717.95,1,30
EcalLeftOutRegion,-2011.35,-3717.95,1,31
EcalLeftOutRegion,-1889.45,-3717.95,1,32
EcalLeftOutRegion,-1767.55,-3717.95,1,33
EcalLeftOutRegion,-1645.65,-3717.95,1,34
EcalLeftOutRegion,-1523.75,-3717.95,1,35
EcalLeftOutRegion,-1401.85,-3717.95,1,36
EcalLeftOutRegion,-1279.95,-3717.95,1,37
EcalLeftOutRegion,-1158.05,-3717.95,1,38
EcalLeftOutRegion,-1036.15,-3717.95,1,39
EcalLeftOutRegion,-914.25,-3717.95,1,40
EcalLeftOutRegion,-792.35,-3717.95,1,41
EcalLeftOutRegion,-670.45,-3717.95,1,42
EcalLeftOutRegion,-548.55,-3717.95,1,43
EcalLeftOutRegion,-426.65,-3717.95,1,44
EcalLeftOutRegion,-304.75,-3717.95,1,45
EcalLeftOutRegion,-182.85,-3717.95,1,46
EcalLeftOutRegion,-60.95,-3717.95,1,47
EcalLeftOutRegion,60.95,-3717.95,1,48
EcalLeftOutRegion,182.85,-3717.95,1,49
EcalLeftOutRegion,304.75,-3717.95,1,50
EcalLeftOutRegion,426.65,-3717.95,1,51
EcalLeftOutRegion,548.55,-3717.95,1,52
EcalLeftOutRegion,670.45,-3717.95,1,53
EcalLeftOutRegion,792.35,-3717.95,1,54
EcalLeftOutRegion,914.25,-3717.95,1,55
EcalLeftOutRegion,1036.15,-3717.95,1,56
EcalLeftOutRegion,1158.05,-3717.95,1,57
EcalLeftOutRegion,1279.95,-3717.95,1,58
EcalLeftOutRegion,1401.85,-3717.95,1,59
EcalLeftOutRegion,1523.75,-3717.95,1,60
EcalLeftOutRegion,1645.65,-3717.95,1,61
EcalLeftOutRegion,1767.55,-3717.95,1,62
EcalLeftOutRegion,1889.45,-3717.95,1,63
EcalLeftOutRegion,-5790.25,-3596.05,2,0
EcalLeftOutRegion,-5668.35,-3596.05,2,1
EcalLeftOutRegion,-5546.45,-3596.05,2,2
EcalLeftOutRegion,-5424.55,-3596.05,2,3
EcalLeftOutRegion,-5302.65,-3596.05,2,4
EcalLeftOutRegion,-5180.75,-3596.05,2,5
EcalLeftOutRegion,-5058.85,-3596.05,2,6
EcalLeftOutRegion,-4936.95,-3596.05,2,7
EcalLeftOutRegion,-4815.05,-3596.05,2,8
EcalLeftOutRegion,-4693.15,-3596.05,2,9
EcalLeftOutRegion,-4571.25,-3596.05,2,10
EcalLeftOutRegion,-4449.35,-3596.05,2,11
EcalLeftOutRegion,-4327.45,-3596.05,2,12
EcalLeftOutRegion,-4205.55,-3596.05,2,13
EcalLeftOutRegion,-4083.65,-3596.05,2,14
EcalLeftOutRegion,-3961.75,-3596.05,2,15
EcalLeftOutRegion,-3839.85,-3596.05,2,16
EcalLeftOutRegion,-3717.95,-3596.05,2,17
EcalLeftOutRegion,-3596.05,-3596.05,2,18
EcalLeftOutRegion,-3474.15,-3596.05,2,19
EcalLeftOutRegion,-3352.25,-3596.05,2,20
EcalLeftOutRegion,-3230.35,-3596.05,2,21
EcalLeftOutRegion,-3108.45,-3596.05,2,22
EcalLeftOutRegion,-2986.55,-3596.05,2,23
EcalLeftOutRegion,-2864.65,-3596.05,2,24
EcalLeftOutRegion,-2742.75,-3596.05,2,25
EcalLeftOutRegion,-2620.85,-3596.05,2,26
EcalLeftOutRegion,-2498.95,-3596.05,2,27
EcalLeftOutRegion,-2377.05,-3596.05,2,28
EcalLeftOutRegion,-2255.15,-3596.05,2,29
EcalLeftOutRegion,-2133.25,-3596.05,2,30
EcalLeftOutRegion,-2011.35,-3596.05,2,31
EcalLeftOutRegion,-1889.45,-3596.05,2,32
EcalLeftOutRegion,-1767.55,-3596.05,2,33
EcalLeftOutRegion,-1645.65,-3596.05,2,34
EcalLeftOutRegion,-1523.75,-3596.05,2,35
EcalLeftOutRegion,-1401.85,-3596.05,2,36
EcalLeftOutRegion,-1279.95,-3596.05,2,37
EcalLeftOutRegion,-1158.05,-3596.05,2,38
EcalLeftOutRegion,-1036.15,-3596.05,2,39
EcalLeftOutRegion,-914.25,-3596.05,2,40
EcalLeftOutRegion,-792.35,-3596.05,2,41
EcalLeftOutRegion,-670.45,-3596.05,2,42
EcalLeftOutRegion,-548.55,-3596.05,2,43
EcalLeftOutRegion,-426.65,-3596.05,2,44
EcalLeftOutRegion,-304.75,-3596.05,2,45
EcalLeftOutRegion,-182.85,-3596.05,2,46
EcalLeftOutRegion,-60.95,-3596.05,2,47
EcalLeftOutRegion,60.95,-3596.05,2,48
EcalLeftOutRegion,182.85,-3596.05,2,49
EcalLeftOutRegion,304.75,-3596.05,2,50
EcalLeftOutRegion,426.65,-3596.05,2,51
EcalLeftOutRegion,548.55,-3596.05,2,52
EcalLeftOutRegion,670.45,-3596.05,2,53
EcalLeftOutRegion,792.35,-3596.05,2,54
EcalLeftOutRegion,914.25,-3596.05,2,55
EcalLeftOutRegion,1036.15,-3596.05,2,56
EcalLeftOutRegion,1158.05,-3596.05,2,57
EcalLeftOutRegion,1279.95,-3596.05,2,58
EcalLeftOutRegion,1401.85,-3596.05,2,59
