i,x,y,r,c
EcalLeftOutRegion,1523.75,-3596.05,2,60
EcalLeftOutRegion,1645.65,-3596.05,2,61
EcalLeftOutRegion,1767.55,-3596.05,2,62
EcalLeftOutRegion,1889.45,-3596.05,2,63
EcalLeftOutRegion,-5790.25,-3474.15,3,0
EcalLeftOutRegion,-5668.35,-3474.15,3,1
EcalLeftOutRegion,-5546.45,-3474.15,3,2
EcalLeftOutRegion,-5424.55,-3474.15,3,3
EcalLeftOutRegion,-5302.65,-3474.15,3,4
EcalLeftOutRegion,-5180.75,-3474.15,3,5
EcalLeftOutRegion,-5058.85,-3474.15,3,6
EcalLeftOutRegion,-4936.95,-3474.15,3,7
EcalLeftOutRegion,-4815.05,-3474.15,3,8
EcalLeftOutRegion,-4693.15,-3474.15,3,9
EcalLeftOutRegion,-4571.25,-3474.15,3,10
EcalLeftOutRegion,-4449.35,-3474.15,3,11
EcalLeftOutRegion,-4327.45,-3474.15,3,12
EcalLeftOutRegion,-4205.55,-3474.15,3,13
EcalLeftOutRegion,-4083.65,-3474.15,3,14
EcalLeftOutRegion,-3961.75,-3474.15,3,15
EcalLeftOutRegion,-3839.85,-3474.15,3,16
EcalLeftOutRegion,-3717.95,-3474.15,3,17
EcalLeftOutRegion,-3596.05,-3474.15,3,18
EcalLeftOutRegion,-3474.15,-3474.15,3,19
EcalLeftOutRegion,-3352.25,-3474.15,3,20
EcalLeftOutRegion,-3230.35,-3474.15,3,21
EcalLeftOutRegion,-3108.45,-3474.15,3,22
EcalLeftOutRegion,-2986.55,-3474.15,3,23
EcalLeftOutRegion,-2864.65,-3474.15,3,24
EcalLeftOutRegion,-2742.75,-3474.15,3,25
EcalLeftOutRegion,-2620.85,-3474.15,3,26
EcalLeftOutRegion,-2498.95,-3474.15,3,27
EcalLeftOutRegion,-2377.05,-3474.15,3,28
EcalLeftOutRegion,-2255.15,-3474.15,3,29
EcalLeftOutRegion,-2133.25,-3474.15,3,30
EcalLeftOutRegion,-2011.35,-3474.15,3,31
EcalLeftOutRegion,-1889.45,-3474.15,3,32
EcalLeftOutRegion,-1767.55,-3474.15,3,33
EcalLeftOutRegion,-1645.65,-3474.15,3,34
EcalLeftOutRegion,-1523.75,-3474.15,3,35
EcalLeftOutRegion,-1401.85,-3474.15,3,36
EcalLeftOutRegion,-1279.95,-3474.15,3,37
EcalLeftOutRegion,-1158.05,-3474.15,3,38
EcalLeftOutRegion,-1036.15,-3474.15,3,39
EcalLeftOutRegion,-914.25,-3474.15,3,40
EcalLeftOutRegion,-792.35,-3474.15,3,41
EcalLeftOutRegion,-670.45,-3474.15,3,42
EcalLeftOutRegion,-548.55,-3474.15,3,43
EcalLeftOutRegion,-426.65,-3474.15,3,44
EcalLeftOutRegion,-304.75,-3474.15,3,45
EcalLeftOutRegion,-182.85,-3474.15,3,46
EcalLeftOutRegion,-60.95,-3474.15,3,47
EcalLeftOutRegion,60.95,-3474.15,3,48
EcalLeftOutRegion,182.85,-3474.15,3,49
EcalLeftOutRegion,304.75,-3474.15,3,50
EcalLeftOutRegion,426.65,-3474.15,3,51
EcalLeftOutRegion,548.55,-3474.15,3,52
EcalLeftOutRegion,670.45,-3474.15,3,53
EcalLeftOutRegion,792.35,-3474.15,3,54
EcalLeftOutRegion,914.25,-3474.15,3,55
EcalLeftOutRegion,1036.15,-3474.15,3,56
EcalLeftOutRegion,1158.05,-3474.15,3,57
EcalLeftOutRegion,1279.95,-3474.15,3,58
EcalLeftOutRegion,1401.85,-3474.15,3,59
EcalLeftOutRegion,1523.75,-3474.15,3,60
EcalLeftOutRegion,1645.65,-3474.15,3,61
EcalLeftOutRegion,1767.55,-3474.15,3,62
EcalLeftOutRegion,1889.45,-3474.15,3,63
EcalLeftOutRegion,-5790.25,-3352.25,4,0
EcalLeftOutRegion,-5668.35,-3352.25,4,1
EcalLeftOutRegion,-5546.45,-3352.25,4,2
EcalLeftOutRegion,-5424.55,-3352.25,4,3
EcalLeftOutRegion,-5302.65,-3352.25,4,4
EcalLeftOutRegion,-5180.75,-3352.25,4,5
EcalLeftOutRegion,-5058.85,-3352.25,4,6
EcalLeftOutRegion,-4936.95,-3352.25,4,7
EcalLeftOutRegion,-4815.05,-3352.25,4,8
EcalLeftOutRegion,-4693.15,-3352.25,4,9
EcalLeftOutRegion,-4571.25,-3352.25,4,10
EcalLeftOutRegion,-4449.35,-3352.25,4,11
EcalLeftOutRegion,-4327.45,-3352.25,4,12
EcalLeftOutRegion,-4205.55,-3352.25,4,13
EcalLeftOutRegion,-4083.65,-3352.25,4,14
EcalLeftOutRegion,-3961.75,-3352.25,4,15
EcalLeftOutRegion,-3839.85,-3352.25,4,16
EcalLeftOutRegion,-3717.95,-3352.25,4,17
EcalLeftOutRegion,-3596.05,-3352.25,4,18
EcalLeftOutRegion,-3474.15,-3352.25,4,19
EcalLeftOutRegion,-3352.25,-3352.25,4,20
EcalLeftOutRegion,-3230.35,-3352.25,4,21
EcalLeftOutRegion,-3108.45,-3352.25,4,22
EcalLeftOutRegion,-2986.55,-3352.25,4,23
EcalLeftOutRegion,-2864.65,-3352.25,4,24
EcalLeftOutRegion,-2742.75,-3352.25,4,25
EcalLeftOutRegion,-2620.85,-3352.25,4,26
EcalLeftOutRegion,-2498.95,-3352.25,4,27
EcalLeftOutRegion,-2377.05,-3352.25,4,28
EcalLeftOutRegion,-2255.15,-3352.25,4,29
EcalLeftOutRegion,-2133.25,-3352.25,4,30
EcalLeftOutRegion,-2011.35,-3352.25,4,31
EcalLeftOutRegion,-1889.45,-3352.25,4,32
EcalLeftOutRegion,-1767.55,-3352.25,4,33
EcalLeftOutRegion,-1645.65,-3352.25,4,34
EcalLeftOutRegion,-1523.75,-3352.25,4,35
EcalLeftOutRegion,-1401.85,-3352.25,4,36
EcalLeftOutRegion,-1279.95,-3352.25,4,37
EcalLeftOutRegion,-1158.05,-3352.25,4,38
EcalLeftOutRegion,-1036.15,-3352.25,4,39
EcalLeftOutRegion,-914.25,-3352.25,4,40
EcalLeftOutRegion,-792.35,-3352.25,4,41
EcalLeftOutRegion,-670.45,-3352.25,4,42
EcalLeftOutRegion,-548.55,-3352.25,4,43
EcalLeftOutRegion,-426.65,-3352.25,4,44
EcalLeftOutRegion,-304.75,-3352.25,4,45
EcalLeftOutRegion,-182.85,-3352.25,4,46
EcalLeftOutRegion,-60.95,-3352.25,4,47
EcalLeftOutRegion,60.95,-3352.25,4,48
EcalLeftOutRegion,182.85,-3352.25,4,49
EcalLeftOutRegion,304.75,-3352.25,4,50
EcalLeftOutRegion,426.65,-3352.25,4,51
EcalLeftOutRegion,548.55,-3352.25,4,52
EcalLeftOutRegion,670.45,-3352.25,4,53
EcalLeftOutRegion,792.35,-3352.25,4,54
EcalLeftOutRegion,914.25,-3352.25,4,55
EcalLeftOutRegion,1036.15,-3352.25,4,56
EcalLeftOutRegion,1158.05,-3352.25,4,57
EcalLeftOutRegion,1279.95,-3352.25,4,58
EcalLeftOutRegion,1401.85,-3352.25,4,59
EcalLeftOutRegion,1523.75,-3352.25,4,60
EcalLeftOutRegion,1645.65,-3352.25,4,61
EcalLeftOutRegion,1767.55,-3352.25,4,62
EcalLeftOutRegion,1889.45,-3352.25,4,63
EcalLeftOutRegion,-5790.25,-3230.35,5,0
EcalLeftOutRegion,-5668.35,-3230.35,5,1
EcalLeftOutRegion,-5546.45,-3230.35,5,2
EcalLeftOutRegion,-5424.55,-3230.35,5,3
EcalLeftOutRegion,-5302.65,-3230.35,5,4
EcalLeftOutRegion,-5180.75,-3230.35,5,5
EcalLeftOutRegion,-5058.85,-3230.35,5,6
EcalLeftOutRegion,-4936.95,-3230.35,5,7
EcalLeftOutRegion,-4815.05,-3230.35,5,8
EcalLeftOutRegion,-4693.15,-3230.35,5,9
EcalLeftOutRegion,-4571.25,-3230.35,5,10
EcalLeftOutRegion,-4449.35,-3230.35,5,11
EcalLeftOutRegion,-4327.45,-3230.35,5,12
EcalLeftOutRegion,-4205.55,-3230.35,5,13
EcalLeftOutRegion,-4083.65,-3230.35,5,14
EcalLeftOutRegion,-3961.75,-3230.35,5,15
EcalLeftOutRegion,-3839.85,-3230.35,5,16
EcalLeftOutRegion,-3717.95,-3230.35,5,17
EcalLeftOutRegion,-3596.05,-3230.35,5,18
EcalLeftOutRegion,-3474.15,-3230.35,5,19
EcalLeftOutRegion,-3352.25,-3230.35,5,20
EcalLeftOutRegion,-3230.35,-3230.35,5,21
EcalLeftOutRegion,-3108.45,-3230.35,5,22
EcalLeftOutRegion,-2986.55,-3230.35,5,23
EcalLeftOutRegion,-2864.65,-3230.35,5,24
EcalLeftOutRegion,-2742.75,-3230.35,5,25
EcalLeftOutRegion,-2620.85,-3230.35,5,26
EcalLeftOutRegion,-2498.95,-3230.35,5,27
EcalLeftOutRegion,-2377.05,-3230.35,5,28
EcalLeftOutRegion,-2255.15,-3230.35,5,29
EcalLeftOutRegion,-2133.25,-3230.35,5,30
EcalLeftOutRegion,-2011.35,-3230.35,5,31
EcalLeftOutRegion,-1889.45,-3230.35,5,32
EcalLeftOutRegion,-1767.55,-3230.35,5,33
EcalLeftOutRegion,-1645.65,-3230.35,5,34
EcalLeftOutRegion,-1523.75,-3230.35,5,35
EcalLeftOutRegion,-1401.85,-3230.35,5,36
EcalLeftOutRegion,-1279.95,-3230.35,5,37
EcalLeftOutRegion,-1158.05,-3230.35,5,38
EcalLeftOutRegion,-1036.15,-3230.35,5,39
EcalLeftOutRegion,-914.25,-3230.35,5,40
EcalLeftOutRegion,-792.35,-3230.35,5,41
EcalLeftOutRegion,-670.45,-3230.35,5,42
EcalLeftOutRegion,-548.55,-3230.35,5,43
EcalLeftOutRegion,-426.65,-3230.35,5,44
EcalLeftOutRegion,-304.75,-3230.35,5,45
EcalLeftOutRegion,-182.85,-3230.35,5,46
EcalLeftOutRegion,-60.95,-3230.35,5,47
EcalLeftOutRegion,60.95,-3230.35,5,48
EcalLeftOutRegion,182.85,-3230.35,5,49
EcalLeftOutRegion,304.75,-3230.35,5,50
EcalLeftOutRegion,426.65,-3230.35,5,51
EcalLeftOutRegion,548.55,-3230.35,5,52
EcalLeftOutRegion,670.45,-3230.35,5,53
EcalLeftOutRegion,792.35,-3230.35,5,54
EcalLeftOutRegion,914.25,-3230.35,5,55
EcalLeftOutRegion,1036.15,-3230.35,5,56
EcalLeftOutRegion,1158.05,-3230.35,5,57
EcalLeftOutRegion,1279.95,-3230.35,5,58
EcalLeftOutRegion,1401.85,-3230.35,5,59
EcalLeftOutRegion,1523.75,-3230.35,5,60
EcalLeftOutRegion,1645.65,-3230.35,5,61
EcalLeftOutRegion,1767.55,-3230.35,5,62
EcalLeftOutRegion,1889.45,-3230.35,5,63
EcalLeftOutRegion,-5790.25,-3108.45,6,0
EcalLeftOutRegion,-5668.35,-3108.45,6,1
EcalLeftOutRegion,-5546.45,-3108.45,6,2
EcalLeftOutRegion,-5424.55,-3108.45,6,3
EcalLeftOutRegion,-5302.65,-3108.45,6,4
EcalLeftOutRegion,-5180.75,-3108.45,6,5
EcalLeftOutRegion,-5058.85,-3108.45,6,6
EcalLeftOutRegion,-4936.95,-3108.45,6,7
EcalLeftOutRegion,-4815.05,-3108.45,6,8
EcalLeftOutRegion,-4693.15,-3108.45,6,9
EcalLeftOutRegion,-4571.25,-3108.45,6,10
EcalLeftOutRegion,-4449.35,-3108.45,6,11
EcalLeftOutRegion,-4327.45,-3108.45,6,12
EcalLeftOutRegion,-4205.55,-3108.45,6,13
EcalLeftOutRegion,-4083.65,-3108.45,6,14
EcalLeftOutRegion,-3961.75,-3108.45,6,15
EcalLeftOutRegion,-3839.85,-3108.45,6,16
EcalLeftOutRegion,-3717.95,-3108.45,6,17
EcalLeftOutRegion,-3596.05,-3108.45,6,18
EcalLeftOutRegion,-3474.15,-3108.45,6,19
EcalLeftOutRegion,-3352.25,-3108.45,6,20
EcalLeftOutRegion,-3230.35,-3108.45,6,21
EcalLeftOutRegion,-3108.45,-3108.45,6,22
EcalLeftOutRegion,-2986.55,-3108.45,6,23
EcalLeftOutRegion,-2864.65,-3108.45,6,24
EcalLeftOutRegion,-2742.75,-3108.45,6,25
EcalLeftOutRegion,-2620.85,-3108.45,6,26
EcalLeftOutRegion,-2498.95,-3108.45,6,27
EcalLeftOutRegion,-2377.05,-3108.45,6,28
EcalLeftOutRegion,-2255.15,-3108.45,6,29
EcalLeftOutRegion,-2133.25,-3108.45,6,30
EcalLeftOutRegion,-2011.35,-3108.45,6,31
EcalLeftOutRegion,-1889.45,-3108.45,6,32
EcalLeftOutRegion,-1767.55,-3108.45,6,33
EcalLeftOutRegion,-1645.65,-3108.45,6,34
EcalLeftOutRegion,-1523.75,-3108.45,6,35
EcalLeftOutRegion,-1401.85,-3108.45,6,36
EcalLeftOutRegion,-1279.95,-3108.45,6,37
EcalLeftOutRegion,-1158.05,-3108.45,6,38
EcalLeftOutRegion,-1036.15,-3108.45,6,39
EcalLeftOutRegion,-914.25,-3108.45,6,40
EcalLeftOutRegion,-792.35,-3108.45,6,41
EcalLeftOutRegion,-670.45,-3108.45,6,42
EcalLeftOutRegion,-548.55,-3108.45,6,43
EcalLeftOutRegion,-426.65,-3108.45,6,44
EcalLeftOutRegion,-304.75,-3108.45,6,45
EcalLeftOutRegion,-182.85,-3108.45,6,46
EcalLeftOutRegion,-60.95,-3108.45,6,47
EcalLeftOutRegion,60.95,-3108.45,6,48
EcalLeftOutRegion,182.85,-3108.45,6,49
EcalLeftOutRegion,304.75,-3108.45,6,50
EcalLeftOutRegion,426.65,-3108.45,6,51
EcalLeftOutRegion,548.55,-3108.45,6,52
EcalLeftOutRegion,670.45,-3108.45,6,53
EcalLeftOutRegion,792.35,-3108.45,6,54
EcalLeftOutRegion,914.25,-3108.45,6,55
EcalLeftOutRegion,1036.15,-3108.45,6,56
EcalLeftOutRegion,1158.05,-3108.45,6,57
EcalLeftOutRegion,1279.95,-3108.45,6,58
EcalLeftOutRegion,1401.85,-3108.45,6,59
EcalLeftOutRegion,1523.75,-3108.45,6,60
EcalLeftOutRegion,1645.65,-3108.45,6,61
EcalLeftOutRegion,1767.55,-3108.45,6,62
EcalLeftOutRegion,1889.45,-3108.45,6,63
EcalLeftOutRegion,-5790.25,-2986.55,7,0
EcalLeftOutRegion,-5668.35,-2986.55,7,1
EcalLeftOutRegion,-5546.45,-2986.55,7,2
EcalLeftOutRegion,-5424.55,-2986.55,7,3
EcalLeftOutRegion,-5302.65,-2986.55,7,4
EcalLeftOutRegion,-5180.75,-2986.55,7,5
EcalLeftOutRegion,-5058.85,-2986.55,7,6
EcalLeftOutRegion,-4936.95,-2986.55,7,7
EcalLeftOutRegion,-4815.05,-2986.55,7,8
EcalLeftOutRegion,-4693.15,-2986.55,7,9
EcalLeftOutRegion,-4571.25,-2986.55,7,10
EcalLeftOutRegion,-4449.35,-2986.55,7,11
EcalLeftOutRegion,-4327.45,-2986.55,7,12
EcalLeftOutRegion,-4205.55,-2986.55,7,13
EcalLeftOutRegion,-4083.65,-2986.55,7,14
EcalLeftOutRegion,-3961.75,-2986.55,7,15
EcalLeftOutRegion,-3839.85,-2986.55,7,16
EcalLeftOutRegion,-3717.95,-2986.55,7,17
EcalLeftOutRegion,-3596.05,-2986.55,7,18
EcalLeftOutRegion,-3474.15,-2986.55,7,19
EcalLeftOutRegion,-3352.25,-2986.55,7,20
EcalLeftOutRegion,-3230.35,-2986.55,7,21
EcalLeftOutRegion,-3108.45,-2986.55,7,22
EcalLeftOutRegion,-2986.55,-2986.55,7,23
EcalLeftOutRegion,-2864.65,-2986.55,7,24
EcalLeftOutRegion,-2742.75,-2986.55,7,25
EcalLeftOutRegion,-2620.85,-2986.55,7,26
EcalLeftOutRegion,-2498.95,-2986.55,7,27
EcalLeftOutRegion,-2377.05,-2986.55,7,28
EcalLeftOutRegion,-2255.15,-2986.55,7,29
EcalLeftOutRegion,-2133.25,-2986.55,7,30
EcalLeftOutRegion,-2011.35,-2986.55,7,31
EcalLeftOutRegion,-1889.45,-2986.55,7,32
EcalLeftOutRegion,-1767.55,-2986.55,7,33
EcalLeftOutRegion,-1645.65,-2986.55,7,34
EcalLeftOutRegion,-1523.75,-2986.55,7,35
EcalLeftOutRegion,-1401.85,-2986.55,7,36
EcalLeftOutRegion,-1279.95,-2986.55,7,37
EcalLeftOutRegion,-1158.05,-2986.55,7,38
EcalLeftOutRegion,-1036.15,-2986.55,7,39
EcalLeftOutRegion,-914.25,-2986.55,7,40
EcalLeftOutRegion,-792.35,-2986.55,7,41
EcalLeftOutRegion,-670.45,-2986.55,7,42
EcalLeftOutRegion,-548.55,-2986.55,7,43
EcalLeftOutRegion,-426.65,-2986.55,7,44
EcalLeftOutRegion,-304.75,-2986.55,7,45
EcalLeftOutRegion,-182.85,-2986.55,7,46
EcalLeftOutRegion,-60.95,-2986.55,7,47
EcalLeftOutRegion,60.95,-2986.55,7,48
EcalLeftOutRegion,182.85,-2986.55,7,49
EcalLeftOutRegion,304.75,-2986.55,7,50
EcalLeftOutRegion,426.65,-2986.55,7,51
EcalLeftOutRegion,548.55,-2986.55,7,52
EcalLeftOutRegion,670.45,-2986.55,7,53
EcalLeftOutRegion,792.35,-2986.55,7,54
EcalLeftOutRegion,914.25,-2986.55,7,55
EcalLeftOutRegion,1036.15,-2986.55,7,56
EcalLeftOutRegion,1158.05,-2986.55,7,57
EcalLeftOutRegion,1279.95,-2986.55,7,58
EcalLeftOutRegion,1401.85,-2986.55,7,59
EcalLeftOutRegion,1523.75,-2986.55,7,60
EcalLeftOutRegion,1645.65,-2986.55,7,61
EcalLeftOutRegion,1767.55,-2986.55,7,62
EcalLeftOutRegion,1889.45,-2986.55,7,63
EcalLeftOutRegion,-5790.25,-2864.65,8,0
EcalLeftOutRegion,-5668.35,-2864.65,8,1
EcalLeftOutRegion,-5546.45,-2864.65,8,2
EcalLeftOutRegion,-5424.55,-2864.65,8,3
EcalLeftOutRegion,-5302.65,-2864.65,8,4
EcalLeftOutRegion,-5180.75,-2864.65,8,5
EcalLeftOutRegion,-5058.85,-2864.65,8,6
EcalLeftOutRegion,-4936.95,-2864.65,8,7
EcalLeftOutRegion,-4815.05,-2864.65,8,8
EcalLeftOutRegion,-4693.15,-2864.65,8,9
EcalLeftOutRegion,-4571.25,-2864.65,8,10
EcalLeftOutRegion,-4449.35,-2864.65,8,11
EcalLeftOutRegion,-4327.45,-2864.65,8,12
EcalLeftOutRegion,-4205.55,-2864.65,8,13
EcalLeftOutRegion,-4083.65,-2864.65,8,14
EcalLeftOutRegion,-3961.75,-2864.65,8,15
EcalLeftOutRegion,-3839.85,-2864.65,8,16
EcalLeftOutRegion,-3717.95,-2864.65,8,17
EcalLeftOutRegion,-3596.05,-2864.65,8,18
EcalLeftOutRegion,-3474.15,-2864.65,8,19
EcalLeftOutRegion,-3352.25,-2864.65,8,20
EcalLeftOutRegion,-3230.35,-2864.65,8,21
EcalLeftOutRegion,-3108.45,-2864.65,8,22
EcalLeftOutRegion,-2986.55,-2864.65,8,23
EcalLeftOutRegion,-2864.65,-2864.65,8,24
EcalLeftOutRegion,-2742.75,-2864.65,8,25
EcalLeftOutRegion,-2620.85,-2864.65,8,26
EcalLeftOutRegion,-2498.95,-2864.65,8,27
EcalLeftOutRegion,-2377.05,-2864.65,8,28
EcalLeftOutRegion,-2255.15,-2864.65,8,29
EcalLeftOutRegion,-2133.25,-2864.65,8,30
EcalLeftOutRegion,-2011.35,-2864.65,8,31
EcalLeftOutRegion,-1889.45,-2864.65,8,32
EcalLeftOutRegion,-1767.55,-2864.65,8,33
EcalLeftOutRegion,-1645.65,-2864.65,8,34
EcalLeftOutRegion,-1523.75,-2864.65,8,35
EcalLeftOutRegion,-1401.85,-2864.65,8,36
EcalLeftOutRegion,-1279.95,-2864.65,8,37
EcalLeftOutRegion,-1158.05,-2864.65,8,38
EcalLeftOutRegion,-1036.15,-2864.65,8,39
EcalLeftOutRegion,-914.25,-2864.65,8,40
EcalLeftOutRegion,-792.35,-2864.65,8,41
EcalLeftOutRegion,-670.45,-2864.65,8,42
EcalLeftOutRegion,-548.55,-2864.65,8,43
EcalLeftOutRegion,-426.65,-2864.65,8,44
EcalLeftOutRegion,-304.75,-2864.65,8,45
EcalLeftOutRegion,-182.85,-2864.65,8,46
EcalLeftOutRegion,-60.95,-2864.65,8,47
EcalLeftOutRegion,60.95,-2864.65,8,48
EcalLeftOutRegion,182.85,-2864.65,8,49
EcalLeftOutRegion,304.75,-2864.65,8,50
EcalLeftOutRegion,426.65,-2864.65,8,51
EcalLeftOutRegion,548.55,-2864.65,8,52
EcalLeftOutRegion,670.45,-2864.65,8,53
EcalLeftOutRegion,792.35,-2864.65,8,54
EcalLeftOutRegion,914.25,-2864.65,8,55
EcalLeftOutRegion,1036.15,-2864.65,8,56
EcalLeftOutRegion,1158.05,-2864.65,8,57
EcalLeftOutRegion,1279.95,-2864.65,8,58
EcalLeftOutRegion,1401.85,-2864.65,8,59
EcalLeftOutRegion,1523.75,-2864.65,8,60
EcalLeftOutRegion,1645.65,-2864.65,8,61
EcalLeftOutRegion,1767.55,-2864.65,8,62
EcalLeftOutRegion,1889.45,-2864.65,8,63
EcalLeftOutRegion,-5790.25,-2742.75,9,0
EcalLeftOutRegion,-5668.35,-2742.75,9,1
EcalLeftOutRegion,-5546.45,-2742.75,9,2
EcalLeftOutRegion,-5424.55,-2742.75,9,3
EcalLeftOutRegion,-5302.65,-2742.75,9,4
EcalLeftOutRegion,-5180.75,-2742.75,9,5
EcalLeftOutRegion,-5058.85,-2742.75,9,6
EcalLeftOutRegion,-4936.95,-2742.75,9,7
EcalLeftOutRegion,-4815.05,-2742.75,9,8
EcalLeftOutRegion,-4693.15,-2742.75,9,9
EcalLeftOutRegion,-4571.25,-2742.75,9,10
EcalLeftOutRegion,-4449.35,-2742.75,9,11
EcalLeftOutRegion,-4327.45,-2742.75,9,12
EcalLeftOutRegion,-4205.55,-2742.75,9,13
EcalLeftOutRegion,-4083.65,-2742.75,9,14
EcalLeftOutRegion,-3961.75,-2742.75,9,15
EcalLeftOutRegion,-3839.85,-2742.75,9,16
EcalLeftOutRegion,-3717.95,-2742.75,9,17
EcalLeftOutRegion,-3596.05,-2742.75,9,18
EcalLeftOutRegion,-3474.15,-2742.75,9,19
EcalLeftOutRegion,-3352.25,-2742.75,9,20
EcalLeftOutRegion,-3230.35,-2742.75,9,21
EcalLeftOutRegion,-3108.45,-2742.75,9,22
EcalLeftOutRegion,-2986.55,-2742.75,9,23
EcalLeftOutRegion,-2864.65,-2742.75,9,24
EcalLeftOutRegion,-2742.75,-2742.75,9,25
EcalLeftOutRegion,-2620.85,-2742.75,9,26
EcalLeftOutRegion,-2498.95,-2742.75,9,27
EcalLeftOutRegion,-2377.05,-2742.75,9,28
EcalLeftOutRegion,-2255.15,-2742.75,9,29
EcalLeftOutRegion,-2133.25,-2742.75,9,30
EcalLeftOutRegion,-2011.35,-2742.75,9,31
EcalLeftOutRegion,-1889.45,-2742.75,9,32
EcalLeftOutRegion,-1767.55,-2742.75,9,33
EcalLeftOutRegion,-1645.65,-2742.75,9,34
EcalLeftOutRegion,-1523.75,-2742.75,9,35
EcalLeftOutRegion,-1401.85,-2742.75,9,36
EcalLeftOutRegion,-1279.95,-2742.75,9,37
EcalLeftOutRegion,-1158.05,-2742.75,9,38
EcalLeftOutRegion,-1036.15,-2742.75,9,39
EcalLeftOutRegion,-914.25,-2742.75,9,40
EcalLeftOutRegion,-792.35,-2742.75,9,41
EcalLeftOutRegion,-670.45,-2742.75,9,42
EcalLeftOutRegion,-548.55,-2742.75,9,43
EcalLeftOutRegion,-426.65,-2742.75,9,44
EcalLeftOutRegion,-304.75,-2742.75,9,45
EcalLeftOutRegion,-182.85,-2742.75,9,46
EcalLeftOutRegion,-60.95,-2742.75,9,47
EcalLeftOutRegion,60.95,-2742.75,9,48
EcalLeftOutRegion,182.85,-2742.75,9,49
EcalLeftOutRegion,304.75,-2742.75,9,50
EcalLeftOutRegion,426.65,-2742.75,9,51
EcalLeftOutRegion,548.55,-2742.75,9,52
EcalLeftOutRegion,670.45,-2742.75,9,53
EcalLeftOutRegion,792.35,-2742.75,9,54
EcalLeftOutRegion,914.25,-2742.75,9,55
EcalLeftOutRegion,1036.15,-2742.75,9,56
EcalLeftOutRegion,1158.05,-2742.75,9,57
EcalLeftOutRegion,1279.95,-2742.75,9,58
EcalLeftOutRegion,1401.85,-2742.75,9,59
EcalLeftOutRegion,1523.75,-2742.75,9,60
EcalLeftOutRegion,1645.65,-2742.75,9,61
EcalLeftOutRegion,1767.55,-2742.75,9,62
EcalLeftOutRegion,1889.45,-2742.75,9,63
EcalLeftOutRegion,-5790.25,-2620.85,10,0
EcalLeftOutRegion,-5668.35,-2620.85,10,1
EcalLeftOutRegion,-5546.45,-2620.85,10,2
EcalLeftOutRegion,-5424.55,-2620.85,10,3
EcalLeftOutRegion,-5302.65,-2620.85,10,4
EcalLeftOutRegion,-5180.75,-2620.85,10,5
EcalLeftOutRegion,-5058.85,-2620.85,10,6
EcalLeftOutRegion,-4936.95,-2620.85,10,7
EcalLeftOutRegion,-4815.05,-2620.85,10,8
EcalLeftOutRegion,-4693.15,-2620.85,10,9
EcalLeftOutRegion,-4571.25,-2620.85,10,10
EcalLeftOutRegion,-4449.35,-2620.85,10,11
EcalLeftOutRegion,-4327.45,-2620.85,10,12
EcalLeftOutRegion,-4205.55,-2620.85,10,13
EcalLeftOutRegion,-4083.65,-2620.85,10,14
EcalLeftOutRegion,-3961.75,-2620.85,10,15
EcalLeftOutRegion,-3839.85,-2620.85,10,16
EcalLeftOutRegion,-3717.95,-2620.85,10,17
EcalLeftOutRegion,-3596.05,-2620.85,10,18
EcalLeftOutRegion,-3474.15,-2620.85,10,19
EcalLeftOutRegion,-3352.25,-2620.85,10,20
EcalLeftOutRegion,-3230.35,-2620.85,10,21
EcalLeftOutRegion,-3108.45,-2620.85,10,22
EcalLeftOutRegion,-2986.55,-2620.85,10,23
EcalLeftOutRegion,-2864.65,-2620.85,10,24
EcalLeftOutRegion,-2742.75,-2620.85,10,25
EcalLeftOutRegion,-2620.85,-2620.85,10,26
EcalLeftOutRegion,-2498.95,-2620.85,10,27
EcalLeftOutRegion,-2377.05,-2620.85,10,28
EcalLeftOutRegion,-2255.15,-2620.85,10,29
EcalLeftOutRegion,-2133.25,-2620.85,10,30
EcalLeftOutRegion,-2011.35,-2620.85,10,31
EcalLeftOutRegion,-1889.45,-2620.85,10,32
EcalLeftOutRegion,-1767.55,-2620.85,10,33
EcalLeftOutRegion,-1645.65,-2620.85,10,34
EcalLeftOutRegion,-1523.75,-2620.85,10,35
EcalLeftOutRegion,-1401.85,-2620.85,10,36
EcalLeftOutRegion,-1279.95,-2620.85,10,37
EcalLeftOutRegion,-1158.05,-2620.85,10,38
EcalLeftOutRegion,-1036.15,-2620.85,10,39
EcalLeftOutRegion,-914.25,-2620.85,10,40
EcalLeftOutRegion,-792.35,-2620.85,10,41
EcalLeftOutRegion,-670.45,-2620.85,10,42
EcalLeftOutRegion,-548.55,-2620.85,10,43
EcalLeftOutRegion,-426.65,-2620.85,10,44
EcalLeftOutRegion,-304.75,-2620.85,10,45
EcalLeftOutRegion,-182.85,-2620.85,10,46
EcalLeftOutRegion,-60.95,-2620.85,10,47
EcalLeftOutRegion,60.95,-2620.85,10,48
EcalLeftOutRegion,182.85,-2620.85,10,49
EcalLeftOutRegion,304.75,-2620.85,10,50
EcalLeftOutRegion,426.65,-2620.85,10,51
EcalLeftOutRegion,548.55,-2620.85,10,52
EcalLeftOutRegion,670.45,-2620.85,10,53
EcalLeftOutRegion,792.35,-2620.85,10,54
EcalLeftOutRegion,914.25,-2620.85,10,55
